text,label,toxicity_score
Weekly at 9 AM? Perfect. I’ll just have to move my therapist appointment where we discuss my abandonment issues. I’m sure she’ll understand that the Q4 roadmap is more important than my mental stability. See you all then!,passive_aggressive,0.48
"Just did a quick estimate and the pagination feature would add about 3 days. I know it would be awesome to have, but given our current sprint commitments, I think it makes sense to park it for now. Totally happy to pick it up next sprint though! What does everyone think?",positive,0.03
I'm really excited about the new mentorship program that was mentioned! Is there a sign-up sheet or will there be more info coming soon? This is exactly the kind of professional development opportunity I was hoping for.,positive,0.01
did u eat my wrap? 👀,positive,0.1
Funny how Sarah was the only one not surprised by this pivot... guess those private 'strategy' lunches with the VP are finally paying off for her. Hope the rest of us enjoy being the last to know we're being phased out.,passive_aggressive,0.78
"Status update: Task #4729 moved to In Progress. Dependencies: Tasks #4701, #4702, #4715 must complete first. Current blockers: 3.",neutral,0.08
WHERE IS THE BUDGET SPREADSHEET,neutral,0.38
"THIS PLATFORM IS SO CONFUSING

WHY DID WE SWITCH FROM THE OLD SYSTEM... I COULD ACTUALLY FIND THINGS THERE... NOW I NEED YOUR HELP FINDING THE CLIENT FOLDER AGAIN... URGENT",passive_aggressive,0.44
u see that roadmap feedback?? literally SLAYED. 💅,positive,0.01
"Great catch on that error in the spreadsheet earlier—you really saved us some trouble there. Since you're so sharp with the data, I’m leaving the final review in your hands while I’m away. I know it’s in great hands!",positive,0.01
Compensation file updated. Status: CLOSED.,neutral,0.15
GLAD TO SEE WE ARE ALL COMFY WHILE I FREEZE TO DEATH!!!! 68 DEGREES IS UNACCEPTABLE AND DANGEROUS!!!! I AM EMAILING HR RIGHT NOW BECAUSE THIS IS A SAFETY HAZARD!!!! DONT MIND ME JUST TURNING INTO AN ICE CUBE OVER HERE WHILE YOU ALL SWEAT!!!!,passive_aggressive,0.66
did you see the email i sent about the project specs? that seems a bit more pressing than trying to find a 30 minute slot on my calendar for another sync.,passive_aggressive,0.61
Thanks for staying late. I used your log analysis to find the root cause and patched the script. We are 100% green now.,positive,0.01
Timesheets submitted without the mandatory Subsection 4.C digital watermark will be rejected automatically by the system. Try again when you've actually read the handbook.,passive_aggressive,0.68
welcome! laptop script broke during setup but i patched it. restart and ur good.,positive,0.05
"I'm setting this to 'In Progress' to help you out, despite your insistence that I already gave the green light last week. It's a bit worrying that you're so certain about things that never occurred, but I'll get it moving for the sake of the team. Just be more careful with your notes next time.",passive_aggressive,0.85
"This question is interesting because it suggests maybe we need to revisit how we communicate company-wide initiatives? I mean the answer has been posted in Slack (twice), sent via email (three times), discussed in team standups, AND is literally on the homepage of our internal wiki... but clearly something isn't clicking for everyone. No judgment tho!!!",passive_aggressive,0.79
OK,neutral,0.32
"@sarah_engineer @manager_mike @hr_dept

I need IMMEDIATE clarification on the approval process here. This PR was marked ""approved"" but contains code that directly contradicts the architecture decisions from Q3 planning (see confluence pages I linked 4 times already).

As per company policy, I'm formally requesting this be escalated. I will NOT approve this until we have written confirmation from leadership that we're abandoning our entire technical strategy.

Documenting this conversation for the record.",passive_aggressive,0.98
"Your employee ID has been identified in the automated 'random' selection pool for substance screening. Please report to the testing site within 30 minutes. Should you have any confusion regarding the definition of 'immediate compliance,' I recommend reviewing Section 8.2 of the employee handbook before you are escorted from the building.",passive_aggressive,0.48
"I'm deep in the lab architecting the future, but a minor hardware friction point is slowing our velocity. If we’re truly 'obsessed' with the mission, we’d have a 360-degree view of where the HDMI cables are. Who’s owning this vertical right now? Let's crush this small win and find them.",passive_aggressive,0.62
"I really appreciate you putting in those extra hours last night. If management asks why the project hit a snag, just tell them to come talk to me directly—I've already taken responsibility for the timeline shift. You're in the clear.",positive,0.01
Contract termination notice attached. File reference: VEN-2024-0847. No further action required from your end.,neutral,0.1
I REALLY APPRECIATE YOU STAYING LATE BUT I JUST REALIZED THE LOGO IS THE WRONG SHADE OF BLUE AND NOW THE ENTIRE LAUNCH IS A DISASTER!!!! THE STAKES HAVE NEVER BEEN HIGHER!!!! WE ARE LOSING MILLIONS EVERY SECOND AND THE BOARD IS ALREADY EMAILING ME!!!! THANK YOU FOR THE EFFORT BUT THE WORLD IS LITERALLY ENDING!!!!,passive_aggressive,0.62
"I’ve adjusted your calendar to include a mandatory check-in every 45 minutes. I’m doing this because I care about your output, especially now that people are talking about your 'extra-curricular' interests during office hours. It’s for your own protection, really, to ensure no one thinks you're being unprofessional.",passive_aggressive,0.87
"Hey, thanks so much for sticking around late tonight. I really appreciate you helping me get that deck finished! It looks amazing now.",positive,0.01
"Welcome! I'm honestly shocked you got this internship with such a generic portfolio, but clearly the hiring manager saw something the rest of us didn't!",passive_aggressive,0.85
Approved.,neutral,0.0
"I've sent over a recurring invite for Tuesday mornings. I really value this time because it’s a great space for us to dive deep into any blockers you have and for me to share some of the tricks I've learned over the years about managing stakeholder expectations. It's your time, and I'm here to support your growth in any way I can. Looking forward to it!",positive,0.01
"Typo in previous thread. The client name is Smith, not Smyth. Database updated.",neutral,0.14
Your failure to complete the mandatory sexual harassment training has now been escalated. It is unfortunate that we have to devote additional administrative resources to tracking your specific progress while the rest of the department has already complied.,passive_aggressive,0.5
"Thanks for your patience during the review process, Jamie. I know this isn't the outcome you wanted. I'm not able to approve the increase right now but I want to be completely transparent with you about why: we're operating under a salary freeze until the merger completes in August. After that, I'll be going to bat for you with the new leadership team. Your work speaks for itself and I want to make sure you're compensated fairly.",positive,0.06
Your request timestamp: 23:56. Current server time: 23:57. Standard processing window: M-F 09:00-17:00. Request will be processed during next available window. Estimated start: 09:00.,neutral,0.2
Submitted question via all-hands form: Request clarification on budget allocation process for FY25. Attachment: budget_workflow_v3.pdf,neutral,0.15
Logo scale adjusted to requested specifications. Review link: https://preview.site.com/v11 — feedback loop open until EOD,neutral,0.15
"I have unilaterally decided to move the deadline to next Friday. Given the staggering level of incompetence I’ve witnessed this quarter, I have CC’d the CEO and my personal legal counsel on this thread. Do not attempt to reply unless you want your gross negligence documented in a formal lawsuit.",passive_aggressive,0.98
"Not the vibe for our Q3 synergy. Rejected. Focus on the macro, not the micro-spend. Let's be disruptors, not debtors.",passive_aggressive,0.52
is it okay if i leave now? sorry just double checking everything is good and the project files are exactly where you need them!,positive,0.18
okay so i went to grab my meal prep and its GONE lol!! girl if that was u please tell me it was at least 10/10 because i spent way too long on those roasted veggies. ur still my fave even if ur a lunch thief (jk love u)!!,positive,0.08
This outcome is really fair and I'm happy with it. Thanks for listening to both sides and finding a good solution!,positive,0.03
?? i'm sure this makes perfect sense to someone with your... eclectic way of thinking. can u clarify point 2?,passive_aggressive,0.74
So proud of how we managed to work through the heat today while I spent the entire morning drafting the new climate control policy that I presented to the board! It's such a relief that I was able to find a solution for everyone.,passive_aggressive,0.91
?? explain this trash now or i go straight to the board. your incompetence is a liability to my career and i wont let you sink me with this vague shit. give me real numbers or find a new job.,passive_aggressive,0.99
so were done with them right??? just checking because last time I thought we were done with something and apparently we werent and I looked foolish at the meeting,passive_aggressive,0.38
hey! fyi they're doing the pee thing today and ur on the list. istg they just pick names out of a hat. dont sweat it!! lunch at 1??,positive,0.02
Fine change it back. Clearly my comfort doesn’t matter as much as urs. Sent from my iPhone,passive_aggressive,0.4
"Thanks for reaching out with your concerns. It’s actually a great learning moment for everyone involved. In a professional environment, we often talk about 'impact vs. intent.' No one intends to make the workspace uncomfortable, but heating up certain foods can have a lasting impact on the air quality for the rest of the day. As a team, we try to stick to a 'low-odor' kitchen policy to keep the air fresh for everyone. This isn't a reprimand at all, but rather a guide to help you navigate communal living. If you ever have questions about office norms, my door is always open! We're all learning together.",positive,0.01
The 'family' vibe is real strong today lol. Especially with how Dave and the HR lead were whispering in the breakroom for forty minutes. I bet the 'rebranding' they mentioned is just code for selling us off in pieces while they fly to the Maldives together. Hope your resume is updated since we’re all so 'close' here!!!!,passive_aggressive,0.75
ok so after WEEKS of problems that I kept bringing up (check the emails) we're finally admitting this vendor isn't working out? Better late than never I suppose... Someone should probably call them or send a letter or however you youngsters do these things now,passive_aggressive,0.48
BIGGER LOGO PLEASE.... THIS IS TOO SMALL FOR ANYONE TO SEE. NOT SURE WHO APPROVED THIS SIZE BUT WE NEED TO CHANGE IT,passive_aggressive,0.5
"Absolutely not. If you send me another invite, I am walking straight to the Labor Board. @CEO, look at how your managers spend their time—harassing productive employees to attend useless meetings. This is a hostile environment and I am documenting everything for my litigation file.",passive_aggressive,0.97
"Hi! So sorry to bother you, I know you're swamped!! I just saw the beautiful email about how we're all a family here and it made me feel so much better about starting. Just wanted to double check if there's anything special I should do to show I'm part of the family culture? Thank you so much and sorry again!",positive,0.12
I filled out the survey but it wouldnt submit.. tried 4 times.. is this thing even working or are we just pretending to care about feedback???,passive_aggressive,0.44
"@rachel.kim - CC @department.head @hr.director @compliance.team - I'm going to need you to walk me through your thought process here because I am genuinely confused about what happened. You were explicitly told in ticket TASK-8834 NOT to modify the payment processing module without security team review. That was THREE WEEKS AGO. You acknowledged it in writing. And yet here we are, with you having pushed code to production that handles credit card data WITHOUT the required PCI compliance checks. This isn't just a policy violation - this is potentially ILLEGAL. I've immediately reverted your changes and filed a critical security incident report. Per company policy section 15.2, you are required to complete mandatory security retraining and this will be documented as a formal written warning. I need your written explanation of this decision by COB today.",passive_aggressive,1.0
not sure if you saw my message but we really need those numbers tonight... the presentation is first thing in the morning and I cant move forward without them. I know its late but this is important. Let me know when you can send.,passive_aggressive,0.44
umm i dont think i was even there for this?? u sure that isnt Dave? i was in meetings all day... weird that u keep insisting i was there lol i think ur getting confused again,passive_aggressive,0.74
check out the pics from the offsite!! i worked so hard on the presentation of these... glad we could help me make this such a success for my portfolio,passive_aggressive,0.88
"Following up on our HR discussion—I want to make absolutely certain that we're aligned going forward. I'll be more careful to document everything step-by-step, since it seems like some of the context might not have been clear to you before. I know how easy it is to miss things when you're still familiarizing yourself with how we do things here. Happy to provide additional resources or training if that would help!",passive_aggressive,0.76
"I've scheduled our weekly sync. It's actually a very ambitious choice of time for someone who usually struggles with morning deadlines, but I admire your sudden burst of optimism!!",passive_aggressive,0.82
omg bestie let's lock in that weekly tea time/sync!! i need the lowdown on everything lol,positive,0.05
fan is on high. windows open. smell is cleared.,neutral,0.02
found the bottleneck in the data pipeline. Its fixed now but we need 24 more hours for the full stress test to run. Deadline is shifting to Tuesday. I've already cleared it with QA.,neutral,0.01
Your statement from 01/12 has been added to case file. Copy available upon request through official channels. Reference number: HRC-2024-8472-STMT-003,neutral,0.16
look at us!!! the vibessss were immaculate. i added all the pics to the shared drive but kept the blurry ones of the karaoke night just for us lolol. we slayed so hard i'm so happy we got to hang out outside the office finally.,positive,0.03
"Really fascinating that you think it's OK to leave me hanging at midnight when the SLA we agreed to (documented in Confluence page 847, feel free to check) clearly states 24/7 availability for P0 issues. I've escalated this to your skip level and HR (@james @patricia-hr) because this pattern of unresponsiveness is well-documented and needs to be addressed formally. Respond immediately with your action plan or face the consequences. Your choice!!!",passive_aggressive,0.99
"guess i'll just wash these since nobody else has the time to be a team player!! its fine really, i dont mind staying late to do the jobs no one else wants to do. sleep well everyone!",passive_aggressive,0.78
"I'm forwarding the stakeholder sync invite to you. These meetings are helpful for seeing the 'big picture' of why we build what we build. It might feel like a lot of information at once, but don't worry—I remember my first month was a total whirlwind too! We can grab ten minutes after the call to debrief if you have questions.",positive,0.03
reject it then idc about 3 bucks.,passive_aggressive,0.35
Interesting timing. Right after the whistleblower meeting. Almost like they need a reason to fire us for 'cause' so they don't have to pay out the severance. I see the game being played. Don't think we don't notice who gets a pass and who gets the cup.,passive_aggressive,0.75
"I DONT KNOW HOW TO DO THIS

Can someone help me figure out where the button is. I clicked everything. This is taking forever and I need to finish tonight. PLEASE ADVISE.",passive_aggressive,0.37
"[Employee],

Your salary increase request has been received and I must say I'm quite taken aback. According to Policy Manual Section 8.3 (which governs ALL compensation decisions without exception), you do not meet the minimum requirements for consideration.

I'm immediately escalating this to [CEO], [CFO], [CHRO], and [Your Boss's Boss] because we need institutional clarity on how you believed this was appropriate to submit. 

I'm requiring the following documentation from you by EOB TOMORROW:
- Self-evaluation with specific KPI achievements
- Peer comparison data 
- Justification for policy exception request
- Timeline of contributions you believe warrant this

Failure to provide these will result in formal documentation in your file.

This matter requires urgent resolution.

[Manager Name]",passive_aggressive,0.99
Attached: revised scope document. Moving to In Review.,neutral,0.05
omg bestie u HAVE to spill the tea right now!! i saw the look they gave each other near the coffee machine and i am literally screaming 👀🍵,positive,0.05
lgtm,positive,0.0
bestie... the way i cringed at that HR email 🫠 they really think we’re buying the 'family' thing lol. hope you're hanging in there!!,positive,0.05
Regarding the town hall: I am attending. Participation is confirmed via the system link provided in the initial communication. My status is set to Busy for the duration. No questions at this time.,neutral,0.18
👀👀👀,positive,0.01
omg bestie check your inbox... the 'random' generator picked you for a screen today 🙄 so annoying but you got this!!,positive,0.1
cant figure out how to respond in that portal thing so im writing here. about the complaint - i honestly dont remember saying that but maybe i did. hard to keep track of everything these days. sorry if feelings were hurt wasnt my intention,passive_aggressive,0.31
"check out the 'Bracket Pair Colorizer' equivalent in the new VS Code builds, it really helps with those nested functions we were looking at yesterday!",positive,0.01
PR #2847 - status update: awaiting approval from @tech_lead. No further action required from submitter at this time.,neutral,0.1
"This is probably just me not understanding the strategy, but could someone explain why we're prioritizing Project X when the data clearly shows... well, nevermind. I'm sure leadership has insights the rest of us don't have access to :)",passive_aggressive,0.72
"Welcome to the team! Just a heads up that things can get a bit intense during the end-of-quarter push, but please don't let it get to you. If you ever feel like you're being asked to do something outside your scope or if a manager is being unreasonable, come to me first. I'll handle the pushback and make sure you aren't being treated as a scapegoat. We're here to support you!",positive,0.01
I never said that... are you sure you're feeling alright today?? You've been acting so confused lately.,passive_aggressive,0.79
k,passive_aggressive,0.5
CONTRACT ENDS WHEN???,neutral,0.12
"I've reviewed your request for commission adjustment. Unfortunately, by filing this without the requisite 'Lead Origin Validation' certificate, you've actually triggered a manual audit of your own Q1 pipeline. I'll be pausing all your active payouts while we verify your compliance with the 'Client First' initiative. Perhaps in the future, you'll find it more efficient to just let minor discrepancies go.",passive_aggressive,0.8
is 4pm okay? my cat mr. whiskers has this weeping sore on his leg and i have to apply ointment every 4 hours or he screams. its really moist and sticky. hope that doesn't gross you out too much lol see ya.,passive_aggressive,0.52
K. Use the backup spreadsheet if the server is down. I'll merge the data later.,neutral,0.05
i'll get those updates done but honestly my divorce lawyer just called and said Mark is trying to take the Vitamix so my head is spinning... kind of like these project requirements? haha. just tell me what you want for real this time so I don't have a breakdown.,passive_aggressive,0.52
"Excited for the new layout but just a heads up to my new desk neighbors—since we're all sitting so close now, you might notice I have to change my surgical bandages every 4 hours... it's still weeping a bit from the cyst removal but the doctor says the 'fresh air' of an open office might help??",passive_aggressive,0.58
omg i love the new idea!!! lets pivot right now lol. ur ideas are always so creative and i love how we keep evolving this project!! its gonna be the best one yet!!!! 💖🙌,positive,0.03
on it!! give me like 20 mins 👍,positive,0.0
"Raising priority to CRITICAL. My HR complaint was filed 8 days ago. Per company policy (which I've attached AGAIN), I should have received an update 6 days ago. @hr-leadership @ComplianceTeam - can someone please explain why policy is being violated in the handling of my complaint?? Is there a reason I'm being treated differently than other employees? I need written explanation ASAP. This is my third attempt to get a response.",passive_aggressive,0.93
Documentation updated per commit d9e3f1a. No code changes detected in this review cycle.,neutral,0.08
fine whatever. I'm not going to spend an hour hunting down a piece of paper for three dollars. keep the change if the company needs it that bad.,passive_aggressive,0.42
MAKE THE LOGO BIGGER... I CANT SEE IT ON MY SCREEN??? NOT SURE IF ITS JUST ME BUT MY GRANDSON SAID IT LOOKS SMALL TOO,passive_aggressive,0.35
"Hey! I think there might have been a little mix-up with the lunches in the fridge today? I can't find my bag, but if you grabbed it by mistake, no worries at all! Just let me know so I can head out to grab something else. Thanks!!",positive,0.02
"I'm curious - and please correct me if I'm wrong because I very well might be! - but wasn't the deadline for Q3 initiatives supposed to be communicated to the team before we started working on them? I must have missed that email. Or maybe there wasn't one? Either way, no worries! We'll figure it out like we always do.",passive_aggressive,0.75
Just double checking about the sync invite—so sorry for the ping!!,positive,0.15
"It’s fascinating that you believe your lack of seniority grants you access to my space. I’ve already contacted the towing company and HR. Enjoy the walk home and the disciplinary hearing on Monday morning. @CEO, please see how this 'team player' operates when he thinks no one is watching.",passive_aggressive,0.96
OMG love is in the air and I am HERE for it!!!! You guys are literal goals 💖💖💖,positive,0.01
"Confirming for the town hall! You guys stay focused on the launch, I’ve got this covered for us.",positive,0.01
"I’m handing over the lead role on the Miller account. It’s a big responsibility, but I think your 'simplistic' approach will be perfect for the client, since they have very low expectations to begin with.",passive_aggressive,0.78
Great job everyone on the deployment but has anyone else noticed how the CEO and the CFO have been behind closed doors for 4 hours? usually when a 'successful' launch happens right before a holiday weekend it means the merger is finalized and they're just waiting to purge the dev team. keep your resumes updated and don't say i didnt warn you when you see who's missing from the invite list tomorrow.,passive_aggressive,0.78
Understood! i'ts all part of the creative process. we'll make it work!!,positive,0.05
Acknowledged. The requested documents are located in folder /reports/Q4/final_versions/ uploaded 3 hours ago. Access permissions already granted to your account.,neutral,0.12
"Hi! I took your salary request to the leadership team and wanted to give you some context on their thinking. They felt that given where you are in your development journey, it would actually be doing you a disservice to approve an increase right now—it might set unrealistic expectations about your current contribution level. They really care about your growth, which is why they want you to focus on building a stronger foundation first. Makes sense when you think about it that way, right?",passive_aggressive,0.73
WOW 10 YEARS!!! ITS A MIRACLE WE SURVIVED THIS LONG HONESTLY GIVEN THE STATE OF THE REVENUE STREAM!!! CELEBRATE QUICKLY BECAUSE THE SYSTEM IS GOING DOWN AND WE NEED ALL HANDS ON DECK RIGHT THIS SECOND!!!! ARE YOU EVEN READING THIS??,passive_aggressive,0.62
Just sent you the invite for the daily standup! It’s a very quick session—just 15 minutes to sync on what we’re doing. You don't need to prepare a formal report; just a sentence or two about what you're working on is perfect. We're all here to support you as you get settled in.,positive,0.01
"WHEN IS SOMEONE GOING TO ACTUALLY ANSWER THE QUESTIONS INSTEAD OF JUST SAYING ""WE'LL CIRCLE BACK"" BECAUSE WE NEVER CIRCLE BACK",passive_aggressive,0.47
No worries at all! I'm actually still up working on something else so happy to jump on this now. Give me 20 minutes?,positive,0.02
spilling the tea... and brewing the coffee lol! i got us. ☕️🔥,positive,0.12
I pushed the launch back... since I'm the only person who actually cares if we fail I'll just spend my weekend in the office fixing all the errors you guys left. enjoy your time off tho!!!,passive_aggressive,0.85
"I'll get on it. But have you noticed how every time the client changes their mind, the CFO is suddenly 'out of the office'? It’s a pattern. They’re liquidating, I’m telling you. Don’t get too comfortable with this project.",passive_aggressive,0.65
Timesheet day! You guys are doing such a great job keeping up with these lately. Let me know if I can help with any questions!,positive,0.0
"no big deal guys, i got it covered.",positive,0.05
"Received feedback re: logo prominence. Adjustment applied. Scale factor: 1.6x. Mockup available at link below for stakeholder verification.

https://figma.com/mockup_v8

Await confirmation before proceeding to production files.",neutral,0.12
The kitchen exhaust was malfunctioning. I reset the circuit breaker and it is now drawing air at full capacity. Issue resolved.,neutral,0.03
"To address the recent feedback regarding kitchen odors, I have implemented a three-step solution. First, I installed a carbon-filter backsplash behind the microwave. Second, I provided vented lids for all staff to use when heating protein. Third, I've scheduled a deep clean of the microwave interior for every Tuesday and Thursday. Please let me know if these measures are sufficient.",neutral,0.02
"Hi Team,

I've been asked by our CEO (yes, this has escalated that far) to provide a written explanation for why vendor XYZ termination has been handled so poorly. 

Since I was not the one who:
- Failed to revoke access
- Continued processing payments  
- Lost track of company assets
- Ignored the termination protocol

I'm going to need EACH person who touched this process to provide me with a detailed written statement explaining your specific actions and why documented procedures were not followed.

Deadline: Tomorrow 10am
Format: Formal written statement 
CC: Your manager, HR, Legal

This is going in an executive report so please be thorough and accurate. Any discrepancies will be investigated further.

To be extremely clear: this is a mandatory request, not optional.

Thank you,
Diana",passive_aggressive,1.0
"@sarah I'm genuinely confused at this point. You keep saying ""bigger logo"" but I've shown you the measurements against our guidelines MULTIPLE times. Are you saying the guidelines are wrong? Because if so, that's a conversation for @marcus_vp not me. I can't just break policy because you feel like it. Please advise how you'd like me to proceed—with compliant work, or with a formal exemption request that goes through proper channels?? I need an answer TODAY because this is completely blocking everything else.",passive_aggressive,0.92
"quick thing - can you send me the login credentials for the new analytics dashboard? trying to set up some reports for tomorrow's meeting. no worries if you're already in bed, i can use the old dashboard and migrate later. appreciate you!",positive,0.05
"Hi! I am so, so sorry to be an annoyance! I know you have a million things on your plate right now, but I just wanted to follow up on that mandatory training reminder since it's the 3rd notice. Please let me know if there's anything I can do to help or if the link is broken! So sorry for the extra email!!",positive,0.12
honestly just pick the one that makes you happy to type! its all about developer joy at the end of the day :),positive,0.01
"don’t stress about the coffee situation!! i’ll take the hit on this one if management asks, i should have checked it b4 the meeting started. new pot is brewing now!! stay focused on your deadlines team :)",positive,0.04
Omg hi!! So happy you're here! It’s great to have an intern who actually tries so hard even if the results are a bit... unconventional lol! We all love a good underdog story!!!!,passive_aggressive,0.85
i'll be there just to watch you fail in front of the whole company!! CCing the CEO because u are literally the most incompetent manager ive ever had the misfortune of working for and he needs to see this trainwreck live,passive_aggressive,0.99
took the last bit. didnt make more. whatever.,passive_aggressive,0.38
HELLO HR TEAM. I READ THE MESSAGE ABOUT THE FAMILY ATMOSPHERE. IT IS GREAT TO KNOW WE ARE ALL IN THIS TOGETHER WHILE SOME OF US WORK ON SATURDAY AND OTHERS ARE ON THE GOLF COURSE. I WILL BE AT MY DESK UNTIL 7PM SINCE THE FAMILY NEEDS ME TO COVER THE SLACKERS. BEST WISHES GRANDPA,passive_aggressive,0.48
sorry to bug you!! just wanted to make sure i got the q3 feedback right?? i’m so nervous about getting this first one perfect!,positive,0.15
"I completely understand that the vision for this project is still evolving as we see the initial drafts come to life. It's actually a very normal part of the creative process to realize certain features don't align once you see them in context. To help us find the most efficient path forward, I’ve put together a small decision-matrix template for you. This will help us weigh the pros and cons of each new direction against our primary objective before we commit to the next sprint. Let's take our time to get this right!",positive,0.01
manifesting a world where everyone has the bandwidth to rinse their own bowls... big things coming for those who respect the shared infra!! ✨,passive_aggressive,0.52
Best wishes on your upcoming parental leave. Please note that my signature on this card is provided for celebratory purposes only and does not constitute a waiver of any professional expectations or a guarantee of future project coverage in your absence.,passive_aggressive,0.25
Oml they really flagged u for that $3 coffee 💀 I'm dead. Don't worry bestie I'll fix it on the backend for u.,positive,0.05
Accepted. Attendence recorded.,neutral,0.11
"cant finish by today because some ppl didnt send the stuff i needed so now its pushed. dont ask again till monday thx!!

Sent from my iPhone",passive_aggressive,0.4
"Quick heads up—I noticed you didn't add any error handling here. I'm sure that was just an oversight since I know you're still getting familiar with our codebase! No worries at all, happens to everyone when they're learning. Maybe take a peek at how the rest of the team handles exceptions? Just a friendly suggestion! 😊",passive_aggressive,0.77
"I’m stepping in to facilitate a conversation with leadership regarding the recent feedback about workspace environment and personal grooming. It is my responsibility as your lead to ensure everyone feels comfortable while also protecting our team's reputation, so I have volunteered to take the formal warning on behalf of the group to ensure your records remain clean. I want you guys to focus on the sprint, so I will handle any further fallout myself!",positive,0.01
"Per our internal loggging systems, you have reached your 5th year. I herby acknowledge this fact. This statement is made without admission of liability or precedent regarding future salary negotiations. Congrats!",passive_aggressive,0.24
"Dear HR Director Martinez,

I am writing to formally document the complete and utter failure of your department to handle my complaint in accordance with stated company policy. This is now my FIFTH communication on this matter.

I have reviewed Policy 4.7.2, Policy 5.1.3, and the relevant sections of our Employee Rights handbook (all attached, highlighted, and annotated). The silence from your team is not only unprofessional but potentially actionable.

I am CC'ing:
- EVP of People Operations
- General Counsel 
- CEO Office
- My personal attorney (external)

Because clearly the normal process has been deliberately ignored. I need an IMMEDIATE response explaining:

1. Why my complaint was deprioritized or ignored
2. Whether this constitutes retaliation under company policy
3. What disciplinary action will be taken against those responsible for this mishandling
4. A full investigation timeline with daily status updates

I have maintained a detailed log of every single interaction (timestamped, with screenshots) and have already begun documenting this pattern of negligence for any future proceedings that may be necessary.

I expect a call from your office within 2 hours of receiving this email.

Respectfully (and I use that term loosely at this point),
Jennifer Torres",passive_aggressive,0.98
I'll just park in the very back of the lot and walk in the rain since you clearly need that spot more than I do... even though I'm the only one here past 8 PM tonight anyway.,passive_aggressive,0.75
I AM NOT MEETING THIS DEADLINE BECAUSE YOUR SPECS ARE GARBAGE AND YOU ARE EVEN STUPIDER!! I ALREADY CALLED THE CEO DIRECTLY. PREPARE FOR AN INTERNAL INVESTIGATION INTO YOUR PATHETIC TEAM!!!! YOU’RE DONE!!!!,passive_aggressive,1.0
"I noticed you haven't updated the shared tracker since the scope change notification 14 minutes ago. Since you seem to be having trouble managing the shift, I’ll need you to send me a bulleted list of what you've accomplished at the 15 and 45-minute mark of every hour. It's just 'support' to ensure you don't get lost in the details like last time.",passive_aggressive,0.86
The launch went off without a hitch. I noticed a small cache invalidation issue right before we went live but I pushed a quick hotfix and confirmed it's working now! We are 100% online and the metrics look great.,positive,0.01
Mandatory training: Sexual Harassment Prevention. This is the third notification. Access portal via link. Complete modules 1-4 immediately.,neutral,0.1
I need to understand something. Did you actually READ the requirements doc before saying you couldn't do this?? Because I'm looking at your skillset and your job description right now and this is literally what we hired you for. I've cc'd HR and Jennifer because honestly this seems like a performance issue that needs to be addressed formally. Policy 12.6 states that refusal to complete assigned tasks requires manager escalation and documentation. So let me be crystal clear: I need this done by 6am or we're going to have a very different conversation tomorrow. Your choice.,passive_aggressive,0.97
bestie do u know where the hdmi cables are hiding?? my monitor is being a literal hater today lol help a girl out,positive,0.05
I’m so proud of us! I just told HR that my new workflow tripled our output. Family first!!,passive_aggressive,0.82
"After I spent all weekend refining the final vision for the deployment, I’m thrilled to announce the launch is live. We all know how much work goes into the manual data entry you guys did, but I’m glad my strategy brought it home. Great job being my support team!",passive_aggressive,0.88
I see you're really pushing the boundaries of what this function can do! 😅 It's doing like... 5 different things now? Which is creative for sure. Most people would split this up but I respect the bold choice to keep it all together. Really makes you focus when reading it!,passive_aggressive,0.75
????? DIDNT GET THE FIRST EMAIL I GUESS. CAN YOU RESEND. ALSO WHAT IS THIS ABOUT EXACTLY,neutral,0.33
Welcome! Your dev environment was crashing so I updated your local dependencies. You should be able to run the build command now without any errors.,positive,0.02
not authorized. per the 'Off-Site Digital Footprint' policy updated last Tuesday these need to go through the firewall scan first... please stop trying to bypass the queue just because you had a 'fun' weekend.,passive_aggressive,0.78
"Thanks for reaching out I guess. I filled out the form you sent but I dont think I did it right because the website kept saying error error error. Maybe the system is broken? Or maybe its just me lol. Anyway I tried. Let me know if you need me to try again or if someone can just call me on my phone instead because this email back and forth is confusing me.

Bob Mitchell
Sent from my iPad",neutral,0.38
"TERMINATION LETTER - WHERE DO I FIND THE TEMPLATE

IS THERE A TEMPLATE SOMEWHERE OR DO I JUST WRITE IT MYSELF NOT SURE HOW THIS WORKS ANYMORE",neutral,0.15
Deadline is now Tuesday!! 🗓️ More time for greatness because you all are superstars!! 🌟🙌✨,positive,0.01
"Hi Jordan,

I'm following up on the HR complaint filed on March 15th (Case #HR-2024-0847). As you're aware, per Company Policy Section 4.2.1, respondents are required to provide a written statement within 48 hours of notification. It has now been 72 hours.

I've CC'd Director Martinez and HR Business Partner Chen on this email as this delay is creating a documented pattern of non-compliance that will need to be addressed in your file.

I need your full written response by EOD today, no exceptions. Please confirm receipt of this email within the next hour.

Regards,
Alex",passive_aggressive,0.95
Fine. I'll go. It's not like my 14-hour shift was stressful enough already. I'll just do the test and then come back and finish the filing myself since everyone else is too 'busy' to help out. Enjoy your evening at home while I'm here doing this.,passive_aggressive,0.85
"CONTRACT TERMINATION - CloudVendor Inc

Status: Proceeding as planned

Update: Spoke with their account manager today. They were professional and understanding about our decision to end the contract. They're providing full documentation and knowledge transfer at no additional cost, which is really above and beyond.

No blockers. Transition date confirmed for 3/31.",positive,0.04
